_class,_id,amount,asset_id,asset_name,balance,col_id,created_by,date_created,date_modified,deleted_by,deleted_date,driver_id,franchise_id,is_deleted,is_expired,payment_mode,payment_type,plan_id,source_creation,status,system_created_date,transaction_id,transaction_ref_no
com.collection.api.rest.model.EscrowBook,628ca1c4a54e8406452b8deb,-190,2,A10001,-190,37,Test,2021-11-19T00:00:00.000Z,2022-05-24T09:13:40.270Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:13:40.270Z,0,0
com.collection.api.rest.model.EscrowBook,628ca1f8a54e8406452b8dec,-190,3,A10002,-190,38,Test,2021-11-19T00:00:00.000Z,2022-05-24T09:14:32.610Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:14:32.610Z,0,0
com.collection.api.rest.model.EscrowBook,628ca258a54e8406452b8ded,-190,3,A10002,-190,39,Test,2021-11-19T00:00:00.000Z,2022-05-24T09:16:08.744Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T09:16:08.744Z,0,0
com.collection.api.rest.model.EscrowBook,628ca285a54e8406452b8dee,-190,4,A10003,-190,40,Test,2021-11-19T00:00:00.000Z,2022-05-24T09:16:53.037Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:16:53.037Z,0,0
com.collection.api.rest.model.EscrowBook,628ca2b5a54e8406452b8def,-190,2,A10001,-190,41,Test,2021-11-20T00:00:00.000Z,2022-05-24T09:17:41.219Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:17:41.219Z,0,0
com.collection.api.rest.model.EscrowBook,628ca2e4a54e8406452b8df0,-190,3,A10002,-190,42,Test,2021-11-20T00:00:00.000Z,2022-05-24T09:18:28.730Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:18:28.730Z,0,0
com.collection.api.rest.model.EscrowBook,628ca319a54e8406452b8df1,-190,3,A10002,-190,43,Test,2021-11-20T00:00:00.000Z,2022-05-24T09:19:21.465Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T09:19:21.465Z,0,0
com.collection.api.rest.model.EscrowBook,628ca362a54e8406452b8df2,-190,4,A10003,-190,44,Test,2021-11-20T00:00:00.000Z,2022-05-24T09:20:34.802Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:20:34.802Z,0,0
com.collection.api.rest.model.EscrowBook,628ca391a54e8406452b8df3,-190,2,A10001,-190,45,Test,2021-11-21T00:00:00.000Z,2022-05-24T09:21:21.002Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:21:21.002Z,0,0
com.collection.api.rest.model.EscrowBook,628ca3cfa54e8406452b8df4,200,355,A10348,700,46,Test,2022-05-18T00:00:00.000Z,2022-05-24T09:22:23.264Z, ,-000001-11-28T00:00:00.000Z,925,0,false,false,APP,invoice,27,APP,Created,2022-05-24T09:22:23.264Z,0,0
com.collection.api.rest.model.EscrowBook,628ca443a54e8406452b8df5,50,120,A10113,160,47,Test,2022-05-17T00:00:00.000Z,2022-05-24T09:24:19.975Z, ,-000001-11-28T00:00:00.000Z,699,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:24:19.975Z,0,0
com.collection.api.rest.model.EscrowBook,628ca537a54e8406452b8df6,300,355,A10348,400,48,Test,2022-05-17T00:00:00.000Z,2022-05-24T09:28:23.586Z, ,-000001-11-28T00:00:00.000Z,925,0,false,false,APP,invoice,27,APP,Created,2022-05-24T09:28:23.586Z,0,0
com.collection.api.rest.model.EscrowBook,628ca57da54e8406452b8df7,300,355,A10348,400,49,Test,2022-05-17T00:00:00.000Z,2022-05-24T09:29:33.739Z, ,-000001-11-28T00:00:00.000Z,925,0,false,false,APP,invoice,27,APP,Created,2022-05-24T09:29:33.739Z,0,0
com.collection.api.rest.model.EscrowBook,628ca5c9a54e8406452b8df8,200,355,A10348,200,50,Test,2022-05-17T00:00:00.000Z,2022-05-24T09:30:49.670Z, ,-000001-11-28T00:00:00.000Z,925,0,false,false,APP,invoice,27,APP,Created,2022-05-24T09:30:49.670Z,0,0
com.collection.api.rest.model.EscrowBook,628ca62fa54e8406452b8df9,200,355,A10348,200,51,Test,2022-05-17T00:00:00.000Z,2022-05-24T09:32:31.295Z, ,-000001-11-28T00:00:00.000Z,925,0,false,false,APP,invoice,27,APP,Created,2022-05-24T09:32:31.295Z,0,0
com.collection.api.rest.model.EscrowBook,628ca698a54e8406452b8dfa,100,198,A10191,1130,52,Test,2022-05-13T00:00:00.000Z,2022-05-24T09:34:16.624Z, ,-000001-11-28T00:00:00.000Z,626,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:34:16.624Z,0,0
com.collection.api.rest.model.EscrowBook,628ca6eda54e8406452b8dfb,100,198,A10191,1230,53,Test,2022-05-09T00:00:00.000Z,2022-05-24T09:35:41.514Z, ,-000001-11-28T00:00:00.000Z,626,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:35:41.514Z,0,0
com.collection.api.rest.model.EscrowBook,628ca74ba54e8406452b8dfc,-190,3,A10002,-190,54,Test,2021-11-21T00:00:00.000Z,2022-05-24T09:37:15.586Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:37:15.586Z,0,0
com.collection.api.rest.model.EscrowBook,628ca775a54e8406452b8dfd,-190,3,A10002,-190,55,Test,2021-11-21T00:00:00.000Z,2022-05-24T09:37:57.139Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T09:37:57.140Z,0,0
com.collection.api.rest.model.EscrowBook,628ca79fa54e8406452b8dfe,-190,4,A10003,-190,56,Test,2021-11-21T00:00:00.000Z,2022-05-24T09:38:39.204Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:38:39.204Z,0,0
com.collection.api.rest.model.EscrowBook,628ca7cea54e8406452b8dff,-190,2,A10001,-190,57,Test,2021-11-22T00:00:00.000Z,2022-05-24T09:39:26.533Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:39:26.533Z,0,0
com.collection.api.rest.model.EscrowBook,628ca7f6a54e8406452b8e00,-190,3,A10002,-190,58,Test,2021-11-22T00:00:00.000Z,2022-05-24T09:40:06.044Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:40:06.044Z,0,0
com.collection.api.rest.model.EscrowBook,628ca814a54e8406452b8e01,-190,3,A10002,-190,59,Test,2021-11-22T00:00:00.000Z,2022-05-24T09:40:36.464Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T09:40:36.464Z,0,0
com.collection.api.rest.model.EscrowBook,628ca90fa54e8406452b8e02,-190,4,A10003,-190,60,Test,2021-11-22T00:00:00.000Z,2022-05-24T09:44:47.991Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:44:47.991Z,0,0
com.collection.api.rest.model.EscrowBook,628ca929a54e8406452b8e03,100,193,A10186,1130,61,Test,2022-05-05T00:00:00.000Z,2022-05-24T09:45:13.806Z, ,-000001-11-28T00:00:00.000Z,777,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:45:13.806Z,0,0
com.collection.api.rest.model.EscrowBook,628ca964a54e8406452b8e04,100,193,A10186,1230,62,Test,2022-05-05T00:00:00.000Z,2022-05-24T09:46:12.014Z, ,-000001-11-28T00:00:00.000Z,777,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:46:12.014Z,0,0
com.collection.api.rest.model.EscrowBook,628ca990a54e8406452b8e05,100,193,A10186,1330,63,Test,2022-04-30T00:00:00.000Z,2022-05-24T09:46:56.644Z, ,-000001-11-28T00:00:00.000Z,777,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:46:56.644Z,0,0
com.collection.api.rest.model.EscrowBook,628ca9dea54e8406452b8e06,100,98,A10097,2400,64,Test,2022-04-30T00:00:00.000Z,2022-05-24T09:48:14.538Z, ,-000001-11-28T00:00:00.000Z,682,0,false,false,APP,invoice,21,APP,Created,2022-05-24T09:48:14.538Z,0,0
com.collection.api.rest.model.EscrowBook,628caa3da54e8406452b8e07,100,198,A10191,1330,65,Test,2022-04-30T00:00:00.000Z,2022-05-24T09:49:49.590Z, ,-000001-11-28T00:00:00.000Z,626,0,false,false,APP,invoice,6,APP,Created,2022-05-24T09:49:49.590Z,0,0
com.collection.api.rest.model.EscrowBook,628caaa5a54e8406452b8e08,160,293,A10286,-160,66,Test,2022-04-30T00:00:00.000Z,2022-05-24T09:51:33.518Z, ,-000001-11-28T00:00:00.000Z,854,608,false,false,APP,invoice,4,APP,Created,2022-05-24T09:51:33.518Z,0,0
com.collection.api.rest.model.EscrowBook,628caabda54e8406452b8e09,-190,2,A10001,-190,67,Test,2021-11-23T00:00:00.000Z,2022-05-24T09:51:57.092Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:51:57.092Z,0,0
com.collection.api.rest.model.EscrowBook,628caae6a54e8406452b8e0a,-190,3,A10002,-190,68,Test,2021-11-23T00:00:00.000Z,2022-05-24T09:52:38.724Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T09:52:38.724Z,0,0
com.collection.api.rest.model.EscrowBook,628cab53a54e8406452b8e0b,160,294,A10287,-160,69,Test,2022-04-20T00:00:00.000Z,2022-05-24T09:54:27.365Z, ,-000001-11-28T00:00:00.000Z,830,608,false,false,APP,invoice,4,APP,Created,2022-05-24T09:54:27.365Z,0,0
com.collection.api.rest.model.EscrowBook,628cab59a54e8406452b8e0c,160,294,A10287,-160,70,Test,2022-04-20T00:00:00.000Z,2022-05-24T09:54:33.738Z, ,-000001-11-28T00:00:00.000Z,830,608,false,false,APP,invoice,4,APP,Created,2022-05-24T09:54:33.738Z,0,0
com.collection.api.rest.model.EscrowBook,628caba8a54e8406452b8e0d,-160,296,A10289,-160,71,Test,2022-04-20T00:00:00.000Z,2022-05-24T09:55:52.565Z, ,-000001-11-28T00:00:00.000Z,824,608,false,false,APP,invoice,4,APP,Created,2022-05-24T09:55:52.565Z,0,0
com.collection.api.rest.model.EscrowBook,628cacfca54e8406452b8e0e,-190,3,A10002,-190,72,Test,2021-11-23T00:00:00.000Z,2022-05-24T10:01:32.659Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T10:01:32.659Z,0,0
com.collection.api.rest.model.EscrowBook,628cad35a54e8406452b8e0f,-190,4,A10003,-190,73,Test,2021-11-23T00:00:00.000Z,2022-05-24T10:02:29.104Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:02:29.104Z,0,0
com.collection.api.rest.model.EscrowBook,628cad6aa54e8406452b8e10,-190,2,A10001,-190,74,Test,2021-11-24T00:00:00.000Z,2022-05-24T10:03:22.357Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:03:22.357Z,0,0
com.collection.api.rest.model.EscrowBook,628cadcba54e8406452b8e11,-190,3,A10002,-190,75,Test,2021-11-24T00:00:00.000Z,2022-05-24T10:04:59.998Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:04:59.998Z,0,0
com.collection.api.rest.model.EscrowBook,628cadeba54e8406452b8e12,-190,3,A10002,-190,76,Test,2021-11-24T00:00:00.000Z,2022-05-24T10:05:31.364Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T10:05:31.364Z,0,0
com.collection.api.rest.model.EscrowBook,628cae1ca54e8406452b8e13,-190,4,A10003,-190,77,Test,2021-11-24T00:00:00.000Z,2022-05-24T10:06:20.359Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:06:20.359Z,0,0
com.collection.api.rest.model.EscrowBook,628cae45a54e8406452b8e14,-190,2,A10001,-190,78,Test,2021-11-25T00:00:00.000Z,2022-05-24T10:07:01.882Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:07:01.882Z,0,0
com.collection.api.rest.model.EscrowBook,628cae6ba54e8406452b8e15,-190,3,A10002,-190,79,Test,2021-11-25T00:00:00.000Z,2022-05-24T10:07:39.685Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:07:39.685Z,0,0
com.collection.api.rest.model.EscrowBook,628cae8da54e8406452b8e16,-190,3,A10002,-190,80,Test,2021-11-25T00:00:00.000Z,2022-05-24T10:08:13.353Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T10:08:13.353Z,0,0
com.collection.api.rest.model.EscrowBook,628caeb5a54e8406452b8e17,-190,4,A10003,-190,81,Test,2021-11-25T00:00:00.000Z,2022-05-24T10:08:53.673Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:08:53.673Z,0,0
com.collection.api.rest.model.EscrowBook,628caed3a54e8406452b8e18,-160,296,A10289,-160,82,Test,2022-04-20T00:00:00.000Z,2022-05-24T10:09:23.634Z, ,-000001-11-28T00:00:00.000Z,824,608,false,false,APP,invoice,4,APP,Created,2022-05-24T10:09:23.634Z,0,0
com.collection.api.rest.model.EscrowBook,628caed9a54e8406452b8e19,-190,2,A10001,-190,83,Test,2021-11-26T00:00:00.000Z,2022-05-24T10:09:29.931Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:09:29.931Z,0,0
com.collection.api.rest.model.EscrowBook,628caefca54e8406452b8e1a,-190,3,A10002,-190,84,Test,2021-11-26T00:00:00.000Z,2022-05-24T10:10:04.030Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:10:04.030Z,0,0
com.collection.api.rest.model.EscrowBook,628caf10a54e8406452b8e1b,-160,306,A10299,-160,85,Test,2022-04-20T00:00:00.000Z,2022-05-24T10:10:24.789Z, ,-000001-11-28T00:00:00.000Z,821,608,false,false,APP,invoice,4,APP,Created,2022-05-24T10:10:24.789Z,0,0
com.collection.api.rest.model.EscrowBook,628caf1da54e8406452b8e1c,-190,3,A10002,-190,86,Test,2021-11-26T00:00:00.000Z,2022-05-24T10:10:37.559Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T10:10:37.559Z,0,0
com.collection.api.rest.model.EscrowBook,628caf3fa54e8406452b8e1d,-190,4,A10003,-190,87,Test,2021-11-26T00:00:00.000Z,2022-05-24T10:11:11.752Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:11:11.752Z,0,0
com.collection.api.rest.model.EscrowBook,628caf76a54e8406452b8e1e,-190,2,A10001,-190,88,Test,2021-11-27T00:00:00.000Z,2022-05-24T10:12:06.867Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:12:06.867Z,0,0
com.collection.api.rest.model.EscrowBook,628caf97a54e8406452b8e1f,-190,3,A10002,-190,89,Test,2021-11-27T00:00:00.000Z,2022-05-24T10:12:39.901Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:12:39.901Z,0,0
com.collection.api.rest.model.EscrowBook,628cafa8a54e8406452b8e20,-160,297,A10290,-160,90,Test,2022-04-20T00:00:00.000Z,2022-05-24T10:12:56.465Z, ,-000001-11-28T00:00:00.000Z,819,608,false,false,APP,invoice,4,APP,Created,2022-05-24T10:12:56.465Z,0,0
com.collection.api.rest.model.EscrowBook,628cafb1a54e8406452b8e21,-190,3,A10002,-190,91,Test,2021-11-27T00:00:00.000Z,2022-05-24T10:13:05.605Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,3,APP,Created,2022-05-24T10:13:05.605Z,0,0
com.collection.api.rest.model.EscrowBook,628cafd3a54e8406452b8e22,-190,4,A10003,-190,92,Test,2021-11-27T00:00:00.000Z,2022-05-24T10:13:39.938Z, ,-000001-11-28T00:00:00.000Z,53,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:13:39.938Z,0,0
com.collection.api.rest.model.EscrowBook,628caffca54e8406452b8e23,-190,2,A10001,-190,93,Test,2021-11-28T00:00:00.000Z,2022-05-24T10:14:20.035Z, ,-000001-11-28T00:00:00.000Z,51,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:14:20.035Z,0,0
com.collection.api.rest.model.EscrowBook,628cb021a54e8406452b8e24,-190,3,A10002,-190,94,Test,2021-11-28T00:00:00.000Z,2022-05-24T10:14:57.920Z, ,-000001-11-28T00:00:00.000Z,52,30,false,false,APP,invoice,6,APP,Created,2022-05-24T10:14:57.920Z,0,0
com.collection.api.rest.model.EscrowBook,628cb026a54e8406452b8e25,-160,298,A10291,-160,95,Test,2022-04-20T00:00:00.000Z,2022-05-24T10:15:02.444Z, ,-000001-11-28T00:00:00.000Z,812,608,false,false,APP,invoice,4,APP,Created,2022-05-24T10:15:02.444Z,0,0
